33333,,,
893927656, client_big_img.txt,,
893947671, client_med_img_2.txt,,
893967750, client_small_txt_1.txt,,
893987812, client_var_big_img.txt,,
894008156, client_var_med_img.txt,,
894028203, client_big_img.txt,,
894048218, client_med_img_2.txt,,
894067227,0,,
894068234, client_small_txt_1.txt,,
894069468,0.934117647,,
894071506,0.994444444,,
894073561,0.992777778,,
894075626,0.992222222,,
894077681,0.994444444,,
894079754,0.991666667,,
894081822,0.996842105,,
894083893,0.997368421,,
894085925,0.997222222,,
894087961,0.995,,
894088281, client_var_big_img.txt,,
894090021,0,,
894092670,0,,
894095279,0,,
894097360,0,,
894099563,0,,
894102382,0,,
894104550,0,,
894106601,0,,
894108390, client_var_med_img.txt,,
894108913,0.377272727,,
894111055,0.285454545,,
894113207,0.677142857,,
894115348,0.21,,
894117404,0.748571429,,
894119558,0.90625,,
894121596,0.930588235,,
894123630,0.926470588,,
894125668,0.928333333,,
894127715,0.935294118,,
894128421, client_big_img.txt,,
894129754,0.3625,,
894131777,0.074,,
894133944,0,,
894136012,0.853846154,,
894138064,0.989285714,,
894140118,0.992,,
894142177,0.992,,
894144220,0.995625,,
894146248,0.985,,
894148277,0.990714286,,
894148578, client_med_img_2.txt,,
894150309,0.935625,,
894152340,0.988125,,
894154382,0.985333333,,
894156435,0.988125,,
894158487,0.988666667,,
894160549,0.985333333,,
894162590,0.982,,
894164632,0.986666667,,
894166668,0.985333333,,
894168640, client_small_txt_1.txt,,
894168731,0.982666667,,
894170767,0.990555556,,
894172823,0.994210526,,
894174858,0.991666667,,
894176910,0.992222222,,
894178971,0.992631579,,
894181023,0.988947368,,
894183085,0.992777778,,
894185126,0.991666667,,
894187176,0.992631579,,
894188703, client_var_big_img.txt,,
894189207,0.563636364,,
894191462,0,,
894194518,0,,
894196988,0,,
894199181,0,,
894201555,0,,
894203737,0,,
894206008,0,,
894208767,0,,
894209109, client_var_med_img.txt,,
894210913,0.903125,,
894212960,0.919411765,,
894214991,0.938823529,,
894217027,0.914117647,,
894219074,0.925882353,,
894221127,0.903125,,
894223159,0.942941176,,
894225216,0.917058824,,
894227270,0.899411765,,
894229187, client_big_img.txt,,
894229322,0.792857143,,
894231349,0,,
894233444,0.770833333,,
894235507,0.104444444,,
894237718,0.734166667,,
894239784,0.987857143,,
894241837,0.992142857,,
894243888,0.987142857,,
894245920,0.98,,
894247980,0.978461538,,
894249312, client_med_img_2.txt,,
894250024,0.871538462,,
894252073,0.984666667,,
894254122,0.985333333,,
894256154,0.986666667,,
894258209,0.992,,
894260242,0.988,,
894262294,0.986,,
894264354,0.984666667,,
894266424,0.993333333,,
894268486,0.99625,,
894269453, client_small_txt_1.txt,,
894270538,0.994117647,,
894272602,0.991111111,,
894274638,0.992222222,,
894276695,0.992631579,,
894278733,0.991578947,,
894280879,0.991111111,,
894282917,0.997894737,,
894284947,0.997777778,,
894286988,0.992777778,,
894289052,0.99,,
894289578, client_var_big_img.txt,,
894291110,0,,
894293290,0,,
894295952,0,,
894298147,0,,
894300287,0,,
894302441,0,,
894304465,0,,
894306709,0,,
894309491,0,,
894310140, client_var_med_img.txt,,
894311689,0.930588235,,
894313718,0.931176471,,
894315752,0.908823529,,
894317800,0.923529412,,
894319848,0.901875,,
894321887,0.890625,,
894323936,0.911176471,,
894325982,0.919411765,,
894328016,0.922352941,,
894330057,0.889375,,
894330234, client_big_img.txt,,
894332088,0.209,,
894334134,0.127,,
894336246,0,,
894338749,0.816923077,,
894340788,0.988571429,,
894342829,0.987857143,,
894344876,0.988571429,,
894346932,0.991428571,,
894348987,0.996875,,
894350296, client_med_img_2.txt,,
894351017,0.930666667,,
894353081,0.989333333,,
894355130,0.993125,,
894357169,0.991333333,,
894359213,0.989333333,,
894361242,0.987333333,,
894363308,0.984666667,,
894365365,0.99,,
894367398,0.98875,,
894369441,0.986666667,,
894370359, client_small_txt_1.txt,,
894371472,0.993333333,,
894373536,0.994736842,,
894375572,0.992222222,,
894377611,0.993684211,,
894379657,0.99,,
894381693,0.992777778,,
894383754,0.995555556,,
894385797,0.995789474,,
894387830,0.996666667,,
894389853,0.997368421,,
894390406, client_var_big_img.txt,,
894391885,0,,
894393916,0,,
894396265,0,,
894398332,0,,
894400467,0,,
894403399,0,,
894405434,0,,
894407766,0,,
894410011,0,,
894410625, client_var_med_img.txt,,
894412167,0.479166667,,
894414281,0.833333333,,
894416314,0.8275,,
894418352,0.761428571,,
894420533,0.510833333,,
894422623,0.772142857,,
894424654,0.786666667,,
894426770,0.494166667,,
894428847,0.804,,
894430765, client_big_img.txt,,
894430930,0.737142857,,
894432990,0.769166667,,
894435018,0.99,,
894437072,0.990714286,,
894439121,0.985384615,,
894441185,0.992666667,,
894443262,0.992666667,,
894445327,0.989285714,,
894447378,0.991333333,,
894449419,0.996,,
894450843, client_med_img_2.txt,,
894451452,0.906428571,,
894453479,0.99,,
894455530,0.9925,,
894457559,0.99375,,
894459600,0.982666667,,
894461633,0.988,,
894463691,0.990666667,,
894465718,0.991875,,
894467753,0.99625,,
894469795,0.988125,,
894470953, client_small_txt_1.txt,,
894471841,0.987647059,,
894473894,0.996842105,,
894475960,0.992222222,,
894478007,0.995555556,,
894480044,0.994736842,,
894482094,0.997222222,,
